0.000125	-3.45921e-05	2.03216e-06	
0.00025	-1.6087e-05	2.07382e-06	
0.000375	1.68428e-05	2.10248e-06	
0.0005	3.11982e-05	2.13201e-06	
0.000625	-0.000131828	2.17252e-06	
0.00075	0.00184274	2.25696e-06	
0.000875	-0.0304521	2.58626e-06	
0.001	0.362689	4.14481e-06	
0.001125	2.25343	1.19103e-05	
0.00125	3.81948	3.81179e-05	
0.001375	4.68216	7.65502e-05	
0.0015	5.23351	0.000120578	
0.001625	5.62621	0.000167268	
0.00175	5.92635	0.000215319	
0.001875	6.16719	0.000264118	
0.002	6.36747	0.000313348	
0.002125	6.53856	0.000362841	
0.00225	6.68782	0.000412497	
0.002375	6.82025	0.000462259	
0.0025	6.93933	0.000512092	
0.002625	7.0476	0.000561973	
0.00275	7.14693	0.000611887	
0.002875	7.23877	0.000661824	
0.003	7.32421	0.000711777	
0.003125	7.40414	0.000761742	
0.00325	7.47925	0.000811716	
0.003375	7.55012	0.000861696	
0.0035	7.61722	0.00091168	
0.003625	7.68095	0.000961669	
0.00375	7.74164	0.00101166	
0.003875	7.79957	0.00106165	
0.004	7.85499	0.00111165	
0.004125	7.90812	0.00116164	
0.00425	7.95913	0.00121164	
0.004375	8.0082	0.00126164	
0.0045	8.05546	0.00131163	
0.004625	8.10105	0.00136163	
0.00475	8.14508	0.00141163	
0.004875	8.18766	0.00146163	
0.005	8.22887	0.00151163	
0.005125	8.26881	0.00156163	
0.00525	8.30755	0.00161163	
0.005375	8.34516	0.00166163	
0.0055	8.38171	0.00171163	
0.005625	8.41724	0.00176163	
0.00575	8.45183	0.00181163	
0.005875	8.48551	0.00186163	
0.006	8.51833	0.00191163	
0.006125	8.55034	0.00196163	
0.00625	8.58157	0.00201163	
0.006375	8.61206	0.00206163	
0.0065	8.64185	0.00211163	
0.006625	8.67097	0.00216163	
0.00675	8.69945	0.00221163	
0.006875	8.7273	0.00226163	
0.007	8.75457	0.00231163	
0.007125	8.78128	0.00236163	
0.00725	8.80744	0.00241163	
0.007375	8.83308	0.00246163	
0.0075	8.85822	0.00251162	
0.007625	8.88288	0.00256162	
0.00775	8.90708	0.00261162	
0.007875	8.93083	0.00266162	
0.008	8.95415	0.00271162	
0.008125	8.97706	0.00276162	
0.00825	8.99957	0.00281162	
0.008375	9.02169	0.00286162	
0.0085	9.04343	0.00291162	
0.008625	9.06482	0.00296162	
0.00875	9.08586	0.00301162	
0.008875	9.10656	0.00306162	
0.009	9.12693	0.00311162	
0.009125	9.14698	0.00316162	
0.00925	9.16673	0.00321162	
0.009375	9.18618	0.00326162	
0.0095	9.20534	0.00331162	
0.009625	9.22422	0.00336162	
0.00975	9.24282	0.00341162	
0.009875	9.26116	0.00346162	
0.01	9.27925	0.00351162	
0.010125	9.29708	0.00356162	
0.01025	9.31467	0.00361162	
0.010375	9.33202	0.00366162	
0.0105	9.34914	0.00371162	
0.010625	9.36604	0.00376162	
0.01075	9.38272	0.00381162	
0.010875	9.39919	0.00386162	
0.011	9.41544	0.00391162	
0.011125	9.4315	0.00396162	
0.01125	9.44735	0.00401162	
0.011375	9.46302	0.00406162	
0.0115	9.47849	0.00411162	
0.011625	9.49379	0.00416162	
0.01175	9.5089	0.00421162	
0.011875	9.52384	0.00426162	
0.012	9.5386	0.00431162	
0.012125	9.5532	0.00436162	
0.01225	9.56764	0.00441162	
0.012375	9.58191	0.00446162	
0.0125	9.59603	0.00451162	
0.012625	9.61	0.00456162	
0.01275	9.62381	0.00461162	
